name,tag_type,source
Myhna Maple,landuse:residential,osm
Candeur Signature,landuse:residential,osm
SVJ Palm Grove,landuse:residential,osm
C Ramaiah's Lakeside Heights,landuse:residential,osm
Water Woods,landuse:residential,osm
Shilpitha Royal,landuse:residential,osm
Blueberry Homes,landuse:residential,osm
Unnathi Vaibhavi,landuse:residential,osm
Rohan Upavan,landuse:residential,osm
Trendsquare Ambiance,landuse:residential,osm
Bengaluru-Mysuru Expressway,highway:trunk,osm
Sobha Morzaria Grandeur,landuse:residential,osm
Parimala Skyview,landuse:residential,osm
Fortune Acacia,landuse:residential,osm
Unique Signature Apartments,landuse:residential,osm
Hoysala Ace,landuse:residential,osm
Sobha Windfall,landuse:residential,osm
Chitrakut Century,landuse:residential,osm
Elegant Berkeley,landuse:residential,osm
Lane B2,highway:residential,osm
Sravya Flute 2,landuse:residential,osm
Green Fields Layout,landuse:residential,osm
Bollineni Astra,landuse:residential,osm
Sankey Tank Flyover (Proposed),highway:proposed,osm
SM Pearl,landuse:residential,osm
Prestige El Palacio,landuse:residential,osm
Legacy Cataleya,landuse:residential,osm
Gokul Towers,landuse:residential,osm
Anriya Palatial,landuse:residential,osm
MTB Farm House,landuse:residential,osm
Ashraya Layout 2nd Stage,place:neighbourhood,osm
HM Tambourine,landuse:residential,osm
Shriram Southern Crest,landuse:residential,osm
DS Needs 3 Project 276,landuse:residential,osm
NR Orchid Gardenia,landuse:residential,osm
Sri Balaji Monarch,landuse:residential,osm
Amrutha Platinum Towers,landuse:residential,osm
Padmavathy Paradise,landuse:residential,osm
Sai Paragon Meadows,landuse:residential,osm
Dhruvika Mogra,landuse:residential,osm
Aratt Premier,landuse:residential,osm
Sri Charitha Blossom,landuse:residential,osm
Vistara 450,landuse:residential,osm
Hiro Tower,landuse:residential,osm
Palace Orchard,landuse:residential,osm
Embassy Orchid,landuse:residential,osm
Paramount Raghavendra Arisht,landuse:residential,osm
Mukund Vivek Paradise,landuse:residential,osm
Govindam Meghana Homes,landuse:residential,osm
Lore Pride Apartment,landuse:residential,osm
Sai Raghavendra White Midas,landuse:residential,osm
Nanda Gokula,landuse:residential,osm
Towards Yelahanka Road,highway:tertiary,osm
Vyasaraya Ballal Road,highway:secondary,osm
Silver Manor,landuse:residential,osm
Amber,landuse:residential,osm
Elgin Court,landuse:residential,osm
Grace Land,landuse:residential,osm
Bearys Cul De Sac,landuse:residential,osm
All Seasons,landuse:residential,osm
Farah Green,landuse:residential,osm
Haydon Manor,landuse:residential,osm
Park Land,landuse:residential,osm
Rose Garden Apartments,landuse:residential,osm
Kristal Beryl,landuse:residential,osm
Disha Loharuka Solaris,landuse:residential,osm
Nydhile,landuse:residential,osm
Jains Aashraya,landuse:residential,osm
Charitha Classic,landuse:residential,osm
Arya Layout,landuse:residential,osm
DSR Brown Creeper,landuse:residential,osm
Aratt Adora,landuse:residential,osm
Land Capital Primero,landuse:residential,osm
Vandana Alpyne,landuse:residential,osm
The Residences at Brigade Tech Gardens,landuse:residential,osm
29th Main Road,highway:tertiary,osm
SV Prime,landuse:residential,osm
H. Siddiah Road,highway:primary,osm
Radiant Katriel,landuse:residential,osm
Sumadhura Shangrilla,landuse:residential,osm
Prestige Whispering Winds,landuse:residential,osm
Pipeline Road,highway:service,osm
Garden Homes,landuse:residential,osm
Raheja Terraces,landuse:residential,osm
Nitesh Logos,landuse:residential,osm
Sterling Finsbury Park,landuse:residential,osm
Tounne House,landuse:residential,osm
Vitrose Elenza,landuse:residential,osm
Belvedere,landuse:residential,osm
Salarpuria Paradise,landuse:residential,osm
Lakeshore Manor,landuse:residential,osm
God's Gift Apartments,landuse:residential,osm
Prestige Chalet,landuse:residential,osm
Palace Garden Apartments,landuse:residential,osm
Prestige Sunflower,landuse:residential,osm
Aparanta Enclave,landuse:residential,osm
DS Max Sanskruthi,landuse:residential,osm
Prestige North Point,landuse:residential,osm
Skylark Greens,landuse:residential,osm
Asset Gardenia Enclave,landuse:residential,osm
RSun Palms,landuse:residential,osm
Sai Raghavendra Bloomfields,landuse:residential,osm
Malibu Paloma,landuse:residential,osm
Rail Wheel Factory East Colony,landuse:residential,osm
All India Radio Staff Quarters,landuse:residential,osm
DSR RR Avenues,landuse:residential,osm
Yelahanka Elevated Corridor (u/c),highway:construction,osm
Bhartiya City Back Gate Road,highway:tertiary,osm
Golden Jubilee Complex,landuse:residential,osm
Samruddhi Florence,landuse:residential,osm
Rehman Khan Road,highway:tertiary,osm
Vijayalakshmi Enclave,landuse:residential,osm
Hoysala Sai Shelters,landuse:residential,osm
Syed's Serenity,landuse:residential,osm
Great Eastern Chalet,landuse:residential,osm
Bailey Apartments,landuse:residential,osm
Skyline Casa,landuse:residential,osm
Kamadhenu Apartments,landuse:residential,osm
Indrapratha Enero,landuse:residential,osm
Regency Heights,landuse:residential,osm
DF Silverline Queens Terraces,landuse:residential,osm
Cunningham Road,highway:residential,osm
Mantri Altius,landuse:residential,osm
BDA Valagerahalli,landuse:residential,osm
Sahyadri Apartments,landuse:residential,osm
Good Earth Enclave,landuse:residential,osm
Sobha Valley View,landuse:residential,osm
Hosakerehalli Flyover,highway:trunk,osm
Vasundhara Krithika,landuse:residential,osm
Shirke KHB Quarters,landuse:residential,osm
"7th Cross, Akash Vihar Layout",highway:residential,osm
Kids Kingdom Road,highway:unclassified,osm
30th Main road,highway:secondary,osm
13th A Main Road,highway:tertiary,osm
Sultanpete Main Road,highway:residential,osm
Spectra Raywoods,landuse:residential,osm
Beau Monde,landuse:residential,osm
RMZ Woodsvale,landuse:residential,osm
Blossom Ville,landuse:residential,osm
King's Crest Apartments,landuse:residential,osm
Sai Gardenia,landuse:residential,osm
Samhita Maruthi Homes,landuse:residential,osm
Century Celeste,landuse:residential,osm
Aparna Maple,landuse:residential,osm
Gulabi Road,highway:residential,osm
Jalahalli Pipeline Junction (Flyover),highway:proposed,osm
Mekhri Circle Flyover (Proposed),highway:proposed,osm
Sadashivanagar Police Station Flyover (Proposed),highway:proposed,osm
Gokula Flyover (Proposed),highway:proposed,osm
Ittamadu-Kamakya Flyover (Proposed),highway:proposed,osm
Sarakki Junction Flyover (Proposed),highway:proposed,osm
Kumbalagodu Flyover,highway:trunk,osm
Bengaluru-Mysuru Flyover,highway:trunk,osm
Rajarajeshwari Nagar Arch Flyover (u/c),highway:construction,osm
Sandeep Unnikrishnan Cycle Track,highway:cycleway,osm
Rajiv Gandhi Nagar road,highway:residential,osm
Jayachamarendra Nagar Main Road,highway:secondary,osm
Rajeshwari Slum,landuse:residential,osm
Prestige Brooklyn Heights,landuse:residential,osm
Sobha Dew Flower,landuse:residential,osm
Assetz 27 Park Avenue,landuse:residential,osm
Chamrajpet 5th Main Road,highway:primary,osm
Sobha Moonstone,landuse:residential,osm
Chartered Gruha Apartments,landuse:residential,osm
Embassy Oasis,landuse:residential,osm
Sakura,landuse:residential,osm
Sundale Apartments,landuse:residential,osm
Grasmere Apartments,landuse:residential,osm
SS Legend's Choice,landuse:residential,osm
Bearys Acacia Lakeview,landuse:residential,osm
Raheja Arbor,landuse:residential,osm
Vaishnavi Premiere,landuse:residential,osm
Sobha Clovelly,landuse:residential,osm
Klassik Landmark,landuse:residential,osm
Cornwell Rustumji,landuse:residential,osm
Prestige Woodland Park,landuse:residential,osm
Fairmont Towers,landuse:residential,osm
Amber Meadows,landuse:residential,osm
Haridass Vishranti,landuse:residential,osm
BDA Apartments Thippasandra Bangalore,landuse:residential,osm
Abhee Lake View,landuse:residential,osm
13th Cross Road,highway:steps,osm
"14Th Cross, Swimming Pool Extension",highway:steps,osm
Heritage Signature,landuse:residential,osm
Pride Pegasus,landuse:residential,osm
Maangalya Ashirwad,landuse:residential,osm
Yelahanka Lake Trail,highway:footway,osm
"Gururaj Layout, 3B cross road",highway:residential,osm
Green's Square,landuse:residential,osm
Inland Edilon,landuse:residential,osm
Jeevanandi Sanskar,landuse:residential,osm
Mars Mount,landuse:residential,osm
Elegant Terraces,landuse:residential,osm
Skyline Apartments,landuse:residential,osm
Bosch Apartments,landuse:residential,osm
Fazal Hermitage Apartments,landuse:residential,osm
SPL Habitat,landuse:residential,osm
Meenakshi Sarovar,landuse:residential,osm
26th Cross Road,highway:footway,osm
Doddanagamangala Road,highway:tertiary,osm
Bosch Main Gate,highway:service,osm
Koteshwara Road,highway:service,osm
Baldota Signature,landuse:residential,osm
Provident Neora,landuse:residential,osm
GP Opal and Onyx,landuse:residential,osm
Ajantha Vihar,landuse:residential,osm
Scintilla Apartment,landuse:residential,osm
Manito Northlite,landuse:residential,osm
Duo Marvel Layout,landuse:residential,osm
MN Orchid,landuse:residential,osm
Ramanashree California Gardens,landuse:residential,osm
Keya Life by the Lake,landuse:residential,osm
ತ್ರಿವಿಕ್ರ,landuse:residential,osm
Prestige Dorchester,landuse:residential,osm
Legacy Dimora,landuse:residential,osm
Nitesh Rio,landuse:residential,osm
Muthyalamma Nagar 1st Main Road,highway:tertiary,osm
Ahuja Palace,landuse:residential,osm
RMZ Eco World Underpass,highway:tertiary_link,osm
"Hulimavu, Arakere",highway:residential,osm
Reservoir Street,highway:service,osm
S V Layout Road,highway:residential,osm
EV Marvel Lane,highway:service,osm
Shabari,landuse:residential,osm
Queenhills PG Road,highway:residential,osm
21st B Main Road,highway:residential,osm
6th Main Road,highway:service,osm
RMZ Ecospace Road,highway:unclassified,osm
BGS Road,highway:residential,osm
Salarpuria Sattva Signet,landuse:residential,osm
Ittina Supernika,landuse:residential,osm
Alaya By Eseem18,landuse:residential,osm
Skyline Waterfront,landuse:residential,osm
Flowing Tree,landuse:residential,osm
Vrindavan Gardens,landuse:residential,osm
Purva Pavillion,landuse:residential,osm
Maia Pelican Grove,landuse:residential,osm
Concorde Spring Meadows,highway:residential,osm
3rd Main Road,highway:service,osm
Sahyadri Luxury Homes,landuse:residential,osm
Emporis,landuse:residential,osm
Grandeur Park,landuse:residential,osm
Krishna Diamond,landuse:residential,osm
Pranava's BSR Gitaar,landuse:residential,osm
Casagrand Royce,landuse:residential,osm
Shriram Blue,landuse:residential,osm
Fortius Workspace,landuse:residential,osm
Sobha Lake Gardens,landuse:residential,osm
United Sai Greenwoods,landuse:residential,osm
Casa Lavelle,landuse:residential,osm
Mahaveer Seasons,landuse:residential,osm
Assetz 38 & Banyan,landuse:residential,osm
Keya Springs,landuse:residential,osm
Liberty Square,landuse:residential,osm
Old Mysuru Road Underpass,highway:primary_link,osm
14th Main Road,highway:steps,osm
Major Akshay Girish Main Road,highway:residential,osm
Gunjur Varthur Main Road,highway:construction,osm
13th A Main,highway:secondary,osm
Virani Lake Mist,landuse:residential,osm
Brigade Rhapsody,landuse:residential,osm
Atria Villa,landuse:residential,osm
Sangeetha Apartments,landuse:residential,osm
Rio Apartment,landuse:residential,osm
Leela Nivas,landuse:residential,osm
Vista Auburn,landuse:residential,osm
Silver Palace,landuse:residential,osm
Elegant Eden,landuse:residential,osm
Maria Nivas,landuse:residential,osm
ANAA Infra's Signature,landuse:residential,osm
Embassy TechVillage service road,highway:service,osm
SSC Driveway,highway:service,osm
Vasavi Vidyaniketan Road,highway:service,osm
BWSSB Service Road,highway:tertiary,osm
Sai Nanadana Grandeur,landuse:residential,osm
Sai Nandana Gardenia,landuse:residential,osm
Nandi Retreat,landuse:residential,osm
Pariwar Pragathi Apartments,landuse:residential,osm
GR Regent Park,landuse:residential,osm
South Park,landuse:residential,osm
Nandi Citadel,landuse:residential,osm
Valmark Cityville,landuse:residential,osm
Eagle Ridge,landuse:residential,osm
Puravankara The Sound of Water,landuse:residential,osm
Goyal Orchid,landuse:residential,osm
Prof. U R Rao Road,highway:service,osm
16th Cross Road,highway:service,osm
Shakthi Highland Road,highway:residential,osm
Clarke Road,highway:tertiary,osm
Siroya Sunshine,landuse:residential,osm
PWD Quarters,landuse:residential,osm
Jains Sankalp,landuse:residential,osm
Skyline Golden Rays,landuse:residential,osm
Prestige Springfields,landuse:residential,osm
Myhna Meadows,landuse:residential,osm
Hemanth Orange,landuse:residential,osm
Christ The King School Road,highway:residential,osm
R Street,highway:residential,osm
Q Street,highway:residential,osm
D Street,highway:residential,osm
Royal Street,highway:service,osm
Bangalore Medical College Hostel & Staff Quarters,landuse:residential,osm
Manidhari Enclave,landuse:residential,osm
Concord Luxepolis,landuse:residential,osm
Brindavan Mansion,landuse:residential,osm
"VIMSA, Visvesvaraya Museum Quaters",landuse:residential,osm
Chord Road,highway:trunk,osm
Connaught Road,highway:service,osm
Brahmagiri BDA Flats,landuse:residential,osm
2nd Cross Road,highway:steps,osm
BDA Apartment Nagarbhavi,landuse:residential,osm
Saroj Harmony,landuse:residential,osm
Adugodi Main Rd,highway:tertiary,osm
B.V.K. Iyengar Road,highway:tertiary,osm
Sri Tirumala Splendor,landuse:residential,osm
Ansal Forte,landuse:residential,osm
Maitree Apartments,landuse:residential,osm
HVS Homes,landuse:residential,osm
Metro Pickup/Drop off Lane,highway:service,osm
Canopy Crest,landuse:residential,osm
8th B Main Road,highway:tertiary,osm
27th Cross Road,highway:unclassified,osm
Lane B3,highway:residential,osm
"Hulimavu, Arakere",highway:tertiary,osm
"Hulimavu, Arakere",highway:unclassified,osm
Purva Midtown,landuse:residential,osm
Marathahalli Slum Board Quarters,landuse:residential,osm
Amphitheatre,highway:footway,osm
DSR Emerald,landuse:residential,osm
South End Road,highway:residential,osm
Bornmann Enclave,landuse:residential,osm
Arakere MICO Layout Main Road,highway:tertiary,osm
Mantri Woodlands,landuse:residential,osm
Nayandahalli Underpass,highway:tertiary,osm
Prestige South Ridge,landuse:residential,osm
ACS Meghana and Shalini Apartments,landuse:residential,osm
Adarsh Premia,landuse:residential,osm
Ashwini Apartments,landuse:residential,osm
Nandi Enclave,landuse:residential,osm
Terrace Garden,landuse:residential,osm
Shriram Shankari,landuse:residential,osm
Sterling Terraces,landuse:residential,osm
Kalpataru Apartments,landuse:residential,osm
Alpine Place,landuse:residential,osm
Petra Paradise,landuse:residential,osm
Eastern Courts,landuse:residential,osm
Grape Garden,landuse:residential,osm
White Rose Layout,landuse:residential,osm
SNN Raj Lake View,landuse:residential,osm
Ranka Apartment,landuse:residential,osm
Vivekananda Housing Complex,landuse:residential,osm
Village Road,highway:path,osm
R.H.B. Colony 1st Cross Road,highway:residential,osm
R.H.B. Colony 3rd Cross Road,highway:residential,osm
R.H.B. Colony 4th Cross Road,highway:residential,osm
Salarpuria Aristocracy,landuse:residential,osm
NCC Nagarjuna Enclave,landuse:residential,osm
Jeevan Surabhi LIC Flats,landuse:residential,osm
Jeevan Saathi LIC Flats,landuse:residential,osm
Sarangadhara Vasathi Sankirana,landuse:residential,osm
Conservancy Lane 3,highway:residential,osm
Conservancy Lane,highway:living_street,osm
Saroj BlueBells,landuse:residential,osm
Engineers street,highway:residential,osm
16 Cross Road,highway:residential,osm
Architects Street,highway:residential,osm
