name,tag_type,source
Sankrupa Elite,landuse:residential,osm
Flushing Meadows,landuse:residential,osm
NCC Urban Ivory Heights,landuse:residential,osm
Police Quarters Singayyanapalya,landuse:residential,osm
R.H.B. Colony 5th Cross Road,highway:residential,osm
Vibgyor School Road,highway:residential,osm
"3rd Main, Manivilas garden",highway:residential,osm
Skyline Magnolia,landuse:residential,osm
IBC Innner Road,highway:service,osm
Omkar Nagar Main Road,highway:residential,osm
RMV 2nd Stage 1st Main Road,highway:residential,osm
Seenappa Layout,highway:residential,osm
Railway Station Road,highway:residential,osm
Sanjay Nagar,landuse:residential,osm
1st Main Ashwini Layout,highway:residential,osm
20D Cross Road,highway:residential,osm
20I Cross Road,highway:residential,osm
20th B Cross Road,highway:residential,osm
20th C Cross Road,highway:residential,osm
21st A Cross,highway:residential,osm
Aa Na Krishnaraya Road,highway:residential,osm
Bradshaw Street,highway:living_street,osm
Mutyalamma Kovil Street,highway:living_street,osm
Scott Road,highway:living_street,osm
Ashur Khanna Street,highway:residential,osm
Broadway Road,highway:service,osm
Nala Road,highway:tertiary,osm
Balappa Garden,highway:living_street,osm
M M Road,highway:residential,osm
NCC Urban Aster Park,landuse:residential,osm
KR Puram Market road,highway:tertiary,osm
Gangothro Road,highway:residential,osm
Purvi Prestine Apartments,landuse:residential,osm
Foyer Infinity,landuse:residential,osm
Krishna Gardens Incity Layout,place:neighbourhood,osm
ACAS Cresent Square Apt,landuse:residential,osm
Sampige Road,highway:residential,osm
Sri Krishna Sai Enclave Apartments,landuse:residential,osm
Sai Yahvi Apartments (u/c),landuse:residential,osm
Brigade Lakefront,landuse:residential,osm
Ramana Road,highway:residential,osm
Tank Bund Road,highway:secondary,osm
19th Main Road,highway:secondary,osm
Doctor B R Ambedkar Veedhi,highway:primary,osm
AMR Tech Park Road,highway:service,osm
Begur Main Road,highway:residential,osm
Sri Sai Royale,landuse:residential,osm
Purva Venezia,landuse:residential,osm
Jamia Masjid Road,highway:residential,osm
Golden Park Apartments,landuse:residential,osm
Pavani Pleasant,landuse:residential,osm
Kadamba Avenue,highway:residential,osm
Tamarind Drive,highway:residential,osm
Palm Lane,highway:residential,osm
Fernhill Apartments,landuse:residential,osm
Oman Topaz,landuse:residential,osm
Sobha Oryx,landuse:residential,osm
Mantri Sarovar,landuse:residential,osm
Sobha Garnet,landuse:residential,osm
Sobha Hibiscus,landuse:residential,osm
Sobha Quartz,landuse:residential,osm
Sobha Aquamarine,landuse:residential,osm
Victorian Meadows Road,highway:residential,osm
Akme Harmony,landuse:residential,osm
Divyashree Elan Apartments,landuse:residential,osm
First Cross Street,highway:residential,osm
Madehalli Service Road,highway:primary,osm
Nayandhalli Flyover,highway:trunk,osm
V.R.R Residency,landuse:residential,osm
1st Cross Road,highway:secondary,osm
Platform Road,highway:tertiary,osm
RMZ Eco World Rd,highway:service,osm
I-Life Road,highway:service,osm
Purva Sunshine,landuse:residential,osm
Mantri Flora Apartments,landuse:residential,osm
SJR Park Vista,landuse:residential,osm
SJR Redwoods,landuse:residential,osm
Vaswani Villa Del Mar,landuse:residential,osm
Trinity Acres & Woods,landuse:residential,osm
Utopia Apartments,landuse:residential,osm
NCC Greenwoods Apartments,landuse:residential,osm
Banyan Tree Apartments,landuse:residential,osm
Sobha Iris,landuse:residential,osm
Ecospace Internal Road,highway:unclassified,osm
"6b,""Adarsh Palm Retreat """,highway:service,osm
Pritech Internal Road,highway:service,osm
17th A Cross,highway:residential,osm
Oceanus Freesia Enclave,place:neighbourhood,osm
NR Layout Road,highway:residential,osm
Adarsh Palm Retreat - Gear School Connecting Road,highway:residential,osm
Purva Skydale Apartments,landuse:residential,osm
SJR Blue Waters,landuse:residential,osm
CV Raman Road,highway:tertiary,osm
1st Main road BSK 5th stage,highway:tertiary,osm
Astro Silverwood Residency,landuse:residential,osm
Devarakere jogging track,highway:footway,osm
Yamalur Main Road,highway:tertiary,osm
Satyanarayana Temple Road,highway:residential,osm
Sri Rama Road,highway:residential,osm
9th Cross,highway:residential,osm
5th Link Road,highway:residential,osm
Daivagna Guru Road,highway:residential,osm
Manjunatha Road,highway:residential,osm
Gangondanahalli Main Road,highway:tertiary,osm
"Airforce station Road, Chimney Hills",highway:service,osm
Pavithra Layout,highway:residential,osm
Krishna Lilac Apartments,landuse:residential,osm
Oceanus Triton Apartments,landuse:residential,osm
Oceanus Ebony Apartments,landuse:residential,osm
c,landuse:residential,osm
Lake City,landuse:residential,osm
Thigalarapalya Main Rd,highway:tertiary,osm
Salarpuria Greenage,landuse:residential,osm
Hesarghatta Road,highway:secondary,osm
MS Palya Circle,highway:secondary,osm
Salarpuria Serenity,landuse:residential,osm
8th Main Yelahanka Road,highway:residential,osm
Ramachandrapura Main Road,highway:tertiary,osm
Salarpuria Symphony,landuse:residential,osm
Wise Residency Apartment,landuse:residential,osm
GKVK Road,highway:secondary,osm
Yelahanka Road Flyover,highway:primary,osm
Kannuru Main Road,highway:secondary,osm
"3rd Main, Akash Vihar Layout",highway:residential,osm
"6th Main, Akash Vihar Layout",highway:residential,osm
"5th Cross, Akash Vihar Layout",highway:residential,osm
"6th Cross, Akash Vihar Layout",highway:residential,osm
"2nd Main, Akash Vihar Layout",highway:residential,osm
"4th Main, Akash Vihar Layout",highway:residential,osm
"8th Main, Akash Vihar Layout",highway:residential,osm
"5th Main, Akash Vihar Layout",highway:residential,osm
11th A Main,highway:residential,osm
Nyayagrama,landuse:residential,osm
Jakkur Road,highway:tertiary,osm
NR Windgates Road,highway:residential,osm
Arkavathy Layout Main Road,highway:secondary,osm
"Amarjyothy Layout, 2nd Main",highway:residential,osm
"Gundappa Reddy Layout, 1st Main Road",highway:residential,osm
Saint Anthony Church Road,highway:tertiary,osm
Kodigehalli Road,highway:secondary,osm
Shriram Shreyas Apartment,landuse:residential,osm
Shri Prakriti Apartment,landuse:residential,osm
Sahakaranagar Road,highway:tertiary,osm
Palanahalli Road,highway:residential,osm
Bagalur Road,highway:primary,osm
7A Main,highway:residential,osm
17th C Cross Road,highway:service,osm
The Ledge,landuse:residential,osm
VDB Celadon,landuse:residential,osm
Vivek Marvel Apartment,landuse:residential,osm
Classic Pleasant Ville Layout,landuse:residential,osm
60 Feet Main Road 1,highway:residential,osm
Zion Street,highway:residential,osm
Koramangala Road,highway:tertiary,osm
ISRO Layout,landuse:residential,osm
Vittal Nagar,landuse:residential,osm
Samrudhi Layout,landuse:residential,osm
Kalyani Nagara,landuse:residential,osm
NIMHANS Underpass,highway:service,osm
3rd Road,highway:unclassified,osm
Dr AMC Road,highway:tertiary,osm
Chord Road,highway:trunk_link,osm
Hyper Dr Lane,highway:residential,osm
Hoodi Main Road Flyover,highway:secondary,osm
Gutahalli Palace Main Road,highway:tertiary,osm
20th Cross Road,highway:tertiary,osm
20th D Cross Road,highway:residential,osm
Ark Serene County Apartments,landuse:residential,osm
Hoskote Road,highway:residential,osm
Prestige Acropolis,landuse:residential,osm
Bharat Street,highway:residential,osm
Bannerghatta Road,highway:trunk,osm
Mantri Elite,landuse:residential,osm
Prestige Shantiniketan Inner Road,highway:residential,osm
Kaderanahali Underpass,highway:trunk,osm
14th Cross Chandra Layout,highway:tertiary,osm
Urs colony,landuse:residential,osm
South End F Cross,highway:residential,osm
Y D Homes,landuse:residential,osm
N Damodaran Road,highway:tertiary,osm
16th E Cross Road,highway:residential,osm
Indraprastha Ruhe,landuse:residential,osm
Railway Parallel Road,highway:residential,osm
Yadhava College Road,highway:residential,osm
Tumkur Road Flyover,highway:secondary,osm
Outer Ring Road,highway:tertiary,osm
Mysore Road,highway:tertiary,osm
DRDO Phase 2 Main Road,highway:residential,osm
6th Main Talakaveri Road,highway:residential,osm
11th Main Matru Sri Road,highway:residential,osm
Chidananda Maharashi Ashram Road,highway:tertiary,osm
Sri Ram Mandir Road,highway:residential,osm
3 B Cross,highway:residential,osm
Carton Box Road,highway:residential,osm
Coconut Garden Street,highway:residential,osm
Self Financed Society 208,landuse:residential,osm
Pushkarini Road,highway:residential,osm
Service Road,highway:secondary,osm
Ammayamma Layout Road,highway:residential,osm
SR Layout 1st A Cross,highway:residential,osm
Temple Street,highway:residential,osm
2nd Main Road Venkate Gowda Layout Ayyappa Swamy Temple Street,highway:residential,osm
Palace Loop Road,highway:unclassified,osm
Palace Road,highway:tertiary,osm
Palace Road,highway:primary_link,osm
Christella Villas,landuse:residential,osm
Koedenahalli Road,highway:residential,osm
Horamavu Road,highway:tertiary,osm
Radiant Redwood Apartments,landuse:residential,osm
BTM Residency Phase 1,landuse:residential,osm
NOBO Nagar Main Road,highway:residential,osm
"3rd cross, Sai Enclave",highway:residential,osm
"1st Cross, Sai Enclave",highway:residential,osm
T. Mariyappa Road,highway:secondary,osm
Gopalan Apartments Access Road,highway:residential,osm
Rajashree Layout,landuse:residential,osm
Venkataswamy Raju Road,highway:tertiary,osm
Chord Road Flyover,highway:trunk,osm
Old Mysuru Road Underpass,highway:primary,osm
Old Mysuru Road Flyover Ramp,highway:primary_link,osm
Sarjapura Road Flyover,highway:primary,osm
Four Seasons Apartments,landuse:residential,osm
1st Cross Promenade Road,highway:residential,osm
Vaswani Brentwood Apartments,landuse:residential,osm
Muniswamy Shetty Layout Road,highway:residential,osm
Shriram Samskruti Apartments,landuse:residential,osm
Sumadhura's Srinivasam,landuse:residential,osm
Sena Vihar,landuse:residential,osm
Private Lane,highway:footway,osm
Tala Marg,highway:service,osm
CV Raman Road,highway:primary,osm
Proposed Tumkur Road-Alisda Orr Road,highway:proposed,osm
NIMHANS Quarters,highway:service,osm
Sanjay Gandhi Hospital Road,highway:service,osm
Mahaveer Reveria,landuse:residential,osm
Prestige Lakeside Habitat,landuse:residential,osm
Janapriya Apartments,landuse:residential,osm
Obamma Lane,highway:residential,osm
N R Layout,landuse:residential,osm
7th B Main,highway:residential,osm
7th C Main,highway:residential,osm
Upper Pipeline Road,highway:residential,osm
Mini Villa,landuse:residential,osm
A Street,highway:residential,osm
Sneha Nagar 1st Cross,highway:residential,osm
Sneha Nagar 2nd Cross,highway:residential,osm
Rajiv Gandhi Nagar Railway Parallel Road,highway:tertiary,osm
Sahakaranagar Railway Parallel Road,highway:tertiary,osm
Prestige Silver Oak,landuse:residential,osm
CV Raman Road,highway:trunk_link,osm
Leonard Lane,highway:residential,osm
Hoodi Main Road,highway:secondary,osm
Devarachikkanahalli Road,highway:tertiary,osm
Adarsh Rhythm,landuse:residential,osm
Purva Heights Apartments,landuse:residential,osm
Pioneer Paradise,landuse:residential,osm
Brigade Palmsprings,landuse:residential,osm
Embassy One,landuse:residential,osm
Telecom Colony,landuse:residential,osm
13th Cross Sadashivanagar,highway:tertiary,osm
Munekolala Main Road,highway:tertiary,osm
29th Main Road,highway:secondary,osm
Thavarekere Main Road,highway:tertiary,osm
28th Main Road,highway:tertiary,osm
38th Cross Road,highway:tertiary,osm
39th Cross Road,highway:tertiary,osm
Krishnarajendra Road,highway:secondary,osm
6th Main road,highway:residential,osm
1 Main Road,highway:residential,osm
92nd Cross Road,highway:residential,osm
91st Main Road,highway:tertiary,osm
82nd Cross Road,highway:residential,osm
I Road,highway:residential,osm
G Road,highway:residential,osm
19th A Main,highway:residential,osm
16th F Main,highway:residential,osm
East End Main Road,highway:tertiary,osm
E Road,highway:residential,osm
Brigade Jasmine,landuse:residential,osm
Chinmaya Vidyalaya Road,highway:tertiary,osm
Sri Lakshmi Narasimha Temple Road,highway:residential,osm
Gangadhara Road,highway:residential,osm
Srinivasa Kalyana Mantapa Road,highway:residential,osm
12th Cross,highway:residential,osm
15th Cross,highway:residential,osm
Royal Lake Front 2nd Cross Road,highway:residential,osm
77th Cross Road,highway:residential,osm
78th Cross Road,highway:residential,osm
73rd Cross Road,highway:residential,osm
75th Cross Road,highway:residential,osm
74th Cross Road,highway:residential,osm
76th Cross Road,highway:residential,osm
Chowdeshwari Road,highway:residential,osm
Doctors Layout,highway:residential,osm
"6th cross, new bank colony",highway:residential,osm
"7th Cross, New Bank Colony",highway:residential,osm
CBR Aakruti Apartments,landuse:residential,osm
Surakshaa Fair View Apartments,landuse:residential,osm
BGL17 Exit,highway:service,osm
BGL17 Parking Entry,highway:service,osm
BGL17 Parking,highway:service,osm
Purva Panorama,landuse:residential,osm
Gayatri Pearl Apartment,landuse:residential,osm
Alpine Fiesta Apartments,landuse:residential,osm
E Street,highway:residential,osm
Kote-Mylarappa Layout,landuse:residential,osm
13th E Main Road,highway:residential,osm
Ashoka Lane,highway:residential,osm
Sree Shore Icon,landuse:residential,osm
Kempapura Main Road,highway:tertiary,osm
Nagamma Temple Road,highway:residential,osm
Rashtrakavi Kuvempu Road,highway:residential,osm
Ittina Anai Apartments,landuse:residential,osm
Kariyamma Agrahara Road,highway:tertiary,osm
Vision Nest Road,highway:residential,osm
Koteshwara Road,highway:residential,osm
17th I Cross Road,highway:residential,osm
17th H Cross Road,highway:residential,osm
17th F Cross Road,highway:residential,osm
17th G Cross Road,highway:residential,osm
MSR Road,highway:residential,osm
Hamsa Club Road,highway:residential,osm
Springfield Apartments,landuse:residential,osm
Spring Valley,landuse:residential,osm
Gundappa Gowda Road,highway:residential,osm
20 I Cross Road,highway:residential,osm
20J Cross Road,highway:residential,osm
20H Cross Road,highway:residential,osm
20G Cross Road,highway:residential,osm
Yelammadevi Temple Road,highway:residential,osm
Vinayaka Temple Street,highway:living_street,osm
GKRB Road,highway:residential,osm
14th Main,highway:tertiary,osm
SLS Spencer Villas,landuse:residential,osm
Sri Doddamma Devi Temple Road,highway:tertiary,osm
Hosur Road,highway:tertiary,osm
Vaswani Exquisite Apartments,landuse:residential,osm
Vandana Apartments,landuse:residential,osm
Malleswaram 18th Cross,highway:platform,osm
Sun City Gloria,landuse:residential,osm
Munshi Akbar Hussain Road,highway:residential,osm
Chinnaswamy Mudaliar Road,highway:residential,osm
Pragathipura Main Road,highway:residential,osm
Gulmohar Residency Road,highway:residential,osm
Seetharampalya Road,highway:tertiary,osm
4th E Cross,highway:residential,osm
Parimala Trinity Apartments,landuse:residential,osm
Maruti Apartments,landuse:residential,osm
Golf Manor Apartments,landuse:residential,osm
Arrcons Ayna Indraprastha,landuse:residential,osm
Muniyathappa Lane,highway:living_street,osm
Ashoka Avenue,highway:residential,osm
HAL Old Township,landuse:residential,osm
1st Main Road,highway:unclassified,osm
HAL Market Side road,highway:residential,osm
DRDO Township,landuse:residential,osm
Purva Fairmont Road,highway:residential,osm
KR Garden Main Road,highway:residential,osm
Casa Royale,landuse:residential,osm
Pinewood Apartment,landuse:residential,osm
Rifco Santosh Apartments,landuse:residential,osm
Saideep Horizon Apartments,landuse:residential,osm
Ind-Wins Glory,landuse:residential,osm
5th B Cross Road,highway:service,osm
Royale Habitat,landuse:residential,osm
DSR Rainbow Heights,landuse:residential,osm
Marathahalli Skywalk,highway:footway,osm
SNS Arcade Road,highway:residential,osm
Central Street,highway:secondary,osm
Mantri Blossom,landuse:residential,osm
Dharmaraja Koil Street,highway:tertiary,osm
Hains Road,highway:primary,osm
1st Cross HAL 3rd Stage,highway:residential,osm
2nd Cross HAL 3rd Stage,highway:residential,osm
21 B Cross,highway:residential,osm
Commissariat Road,highway:primary,osm
Curley Street,highway:residential,osm
Enchanted Woods,landuse:residential,osm
SS Ashram Road,highway:tertiary,osm
Vanivilas Road,highway:secondary_link,osm
Medarahalli Main Road,highway:tertiary,osm
Netaji Raste,highway:residential,osm
Roberston Cross Road,highway:residential,osm
Trinity Church Road,highway:primary_link,osm
Nayandahalli Flyover,highway:trunk,osm
Chord Road Flyover Ramp,highway:trunk_link,osm
East Road,highway:residential,osm
Kamaraj Road,highway:secondary,osm
Tagore Circle Underpass,highway:primary,osm
Kanteerava Studio Main Road,highway:tertiary,osm
Rathna Avenue,highway:residential,osm
Ashley Park,highway:residential,osm
Craig Park Road,highway:residential,osm
Pulliyar Kovil Street,highway:residential,osm
1 B Main Road,highway:residential,osm
GM Palya Main Road,highway:secondary,osm
Karnataka State Reserve Police 1st Battalion Police Quarters,landuse:residential,osm
Kempanna Road,highway:residential,osm
CK Garden,highway:residential,osm
School Road 3rd Cross,highway:residential,osm
Link Road,highway:residential,osm
8th Cross Road - Zain Burj,highway:residential,osm
17th F4 Main Rd,highway:residential,osm
Prestige Kingfisher Towers,landuse:residential,osm
Hutment Colony,landuse:residential,osm
Park West,landuse:residential,osm
BMTC Officers Quarters,landuse:residential,osm
Link Road,highway:unclassified,osm
Central Silk Board Staff Quarters,landuse:residential,osm
16 Main Road,highway:residential,osm
Uttaradi Mutt Road,highway:residential,osm
Benne Govindappa Road,highway:residential,osm
Shankar Mutt Road,highway:tertiary,osm
Chunchagatta Main Raod,highway:residential,osm
Total Environment - Learning to Fly,landuse:residential,osm
90th Cross Road,highway:residential,osm
1st A Cross,highway:tertiary,osm
Brigade Komarla,landuse:residential,osm
MBR Steeple,landuse:residential,osm
DLF New Town,landuse:residential,osm
Balmuri Road,highway:residential,osm
Paramount Pilatus,landuse:residential,osm
Mahindra Windchimes,landuse:residential,osm
Om Shakthi Temple Road,highway:residential,osm
Thirumalapura Main Road,highway:residential,osm
Shankarnagar Main Road,highway:tertiary,osm
Way to Mangala Karumaariyamma temple,highway:residential,osm
South End Road,highway:tertiary,osm
Palkaaran Theruvu,highway:living_street,osm
DRDO Residential Colony,landuse:residential,osm
Deepicas Residency,landuse:residential,osm
Mayflower Gardens,landuse:residential,osm
10th Cross Road,highway:living_street,osm
10th A Cross Street,highway:residential,osm
10th B Cross Street,highway:residential,osm
Prestige Greenwoods,landuse:residential,osm
Yellama Temple Street,highway:residential,osm
10th H Cross Street,highway:residential,osm
10th G Cross Street,highway:residential,osm
10th C Cross Street,highway:residential,osm
10th D Cross Street,highway:residential,osm
10th E Cross Street,highway:residential,osm
10th F Cross Street,highway:residential,osm
Samhita Castle,landuse:residential,osm
NSL Luminaire Villas,landuse:residential,osm
High Street Cross,highway:residential,osm
Haudin Road,highway:residential,osm
Parkia Pathway,highway:footway,osm
Parkia Path,highway:footway,osm
Towards Parking / Exit,highway:service,osm
Adarsh Palm Retreat Plumeria,landuse:residential,osm
11th Street,highway:residential,osm
Bluejay Lane,highway:residential,osm
12th Street,highway:residential,osm
Jain Heights Altura,landuse:residential,osm
Lane 1 South,highway:residential,osm
Lane 1 to 10,highway:residential,osm
Lane 2 North,highway:residential,osm
Lane 3 North,highway:residential,osm
Lane 4 North,highway:residential,osm
Railway Platform Road,highway:primary,osm
Akruti Sunshine,landuse:residential,osm
Assetz East Point,landuse:residential,osm
PBR Road,highway:residential,osm
6th Cross Street,highway:residential,osm
Ascot Apartments,landuse:residential,osm
Golden Imroze,landuse:residential,osm
Tierra,landuse:residential,osm
Marvel Arista,landuse:residential,osm
Purva Park Apartments,landuse:residential,osm
Maryland Drive,highway:residential,osm
Gunjur Balagere Road,highway:tertiary,osm
SRS Main Road,highway:tertiary,osm
2nd Cross Lakshmi Road,highway:residential,osm
Hall Road,highway:residential,osm
Rogers Road,highway:residential,osm
The Magic Faraway Tree Total Environment,landuse:residential,osm
Sriya Paradise,landuse:residential,osm
Sahana Residency,landuse:residential,osm
Manyata Gate 4 Road,highway:residential,osm
Jaya Emerald,landuse:residential,osm
G Street,highway:residential,osm
E 2nd Street,highway:living_street,osm
Parimala Ivory Apartment,landuse:residential,osm
Ushodaya Aura,landuse:residential,osm
Athishri,landuse:residential,osm
MC Sarovar Appartment,landuse:residential,osm
Malnad Villa,landuse:residential,osm
Elegance Lalbagh View Apartment,landuse:residential,osm
Kethana Eternal Blossom,landuse:residential,osm
Sila Diamond Apartment,landuse:residential,osm
Soundarya Pranav Apartments,landuse:residential,osm
Sai Palace Apartments,landuse:residential,osm
Chartered Beverly Hills,landuse:residential,osm
Samrat Apartments,landuse:residential,osm
16th E Main Road,highway:residential,osm
Century Pragati,landuse:residential,osm
1st Ashwini Street,highway:residential,osm
Choodasandra Road,highway:tertiary,osm
Road No. 2,highway:residential,osm
Green House Path,highway:footway,osm
Sindhya Sunshine,landuse:residential,osm
Bhikshu Kunj,landuse:residential,osm
Vaswani Melrose,landuse:residential,osm
Sumadhura Pranavam,landuse:residential,osm
Habitat Eden Heights,landuse:residential,osm
Butterfly Way,highway:footway,osm
Ajmera Green Acres,landuse:residential,osm
King's Road,highway:unclassified,osm
Newark Springs,landuse:residential,osm
Adithya Serene,landuse:residential,osm
Cubbon Road,highway:secondary,osm
Basbusabpalaya Service Road,highway:tertiary,osm
BM Glorietta,landuse:residential,osm
Vittal Mallya Road,highway:primary_link,osm
Krishna Rao Park Walk Trail,highway:footway,osm
Coconut Garden Layout,landuse:residential,osm
Chalukya Nagar,landuse:residential,osm
Garden Vilas,landuse:residential,osm
Church Service Road,highway:residential,osm
Kodipalya Road,highway:tertiary,osm
H1 Street,highway:living_street,osm
Nirvana,landuse:residential,osm
Prestige Kew Gardens,landuse:residential,osm
Government Homeopathic Hospital Quarters,landuse:residential,osm
Charminar Masjid Road,highway:residential,osm
Old Post Office Road,highway:tertiary,osm
NES Office,highway:platform,osm
Chikka Banaswadi Road,highway:secondary,osm
Dr. APJ Abdul Kalam Road,highway:tertiary,osm
Dwarka Nagar Road,highway:residential,osm
Khazee Street,highway:residential,osm
Citi Nest,place:locality,osm
ESI Quarters,landuse:residential,osm
Raghavendra Swamy Mutt Road,highway:residential,osm
2nd Diagonal Road,highway:residential,osm
Mahaveer Dazzle,landuse:residential,osm
Cubbon Park Nature Trail,highway:footway,osm
EWS Layout,landuse:residential,osm
Sai Enclave,landuse:residential,osm
Keerthi Gardenia,landuse:residential,osm
Rajani Ashish Apartments,landuse:residential,osm
"Amarjyothy Layout, 4th Main",highway:residential,osm
"Gundappa Reddy Layout, 1st Cross Road",highway:residential,osm
Genesis Suncity Road,highway:residential,osm
Genesis Suncity,landuse:residential,osm
Reliaable Acacia,landuse:residential,osm
Sobha Ultima,landuse:residential,osm
5th F Cross,highway:residential,osm
Rema Skyview Apartments,landuse:residential,osm
Veracious Sonesta Apartments,landuse:residential,osm
BREN Palms,landuse:residential,osm
Mangalya Prosper Apartments,landuse:residential,osm
Time,landuse:residential,osm
MEI Colony 3rd cross,highway:residential,osm
BWSSB Pipeline Track,highway:residential,osm
Jamia Masjid Street,highway:pedestrian,osm
Brigade Mayfair,landuse:residential,osm
Krishna Rajendra Road,highway:secondary,osm
Lake View County,landuse:residential,osm
Royal County,landuse:residential,osm
Divya Jyothi Royal Heights,landuse:residential,osm
Habitat Crest,landuse:residential,osm
Axis Citrino Apartments,landuse:residential,osm
Mantri Glades,landuse:residential,osm
Gangadhar Chetty Cross Road,highway:residential,osm
Sriram Shristhi,landuse:residential,osm
Shriram Srishti,landuse:residential,osm
Siroya Environ,landuse:residential,osm
12th Cross Anandapura,highway:living_street,osm
10 Cross Anandapura,highway:living_street,osm
6th Main Anandapura,highway:residential,osm
Murugan Temple Street,highway:residential,osm
2nd Shop Lane,highway:residential,osm
1st Shop Lane,highway:residential,osm
3rd Shop Lane,highway:residential,osm
Jaishree Point Apartment,landuse:residential,osm
Railway Station Subway,highway:footway,osm
Mofussil Bus Road,highway:service,osm
Hare Krishna Road Underpass,highway:secondary,osm
25th B Cross,highway:residential,osm
Ramaiah Street,highway:residential,osm
Doddathogur and Chikkatoghuru Link Road,highway:residential,osm
Gunjurupalya Road,highway:tertiary,osm
Mathrushree Orchid Homes,landuse:residential,osm
Golden Village Layout,landuse:residential,osm
3rd Main Cross Road,highway:residential,osm
Embassy Grove,landuse:residential,osm
Rama Temple Street,highway:residential,osm
KG Nagar Main Rd,highway:tertiary,osm
Kempegowda Circle,highway:tertiary,osm
Veerannapalya Flyover,highway:trunk,osm
Srinagar - Kanyakumari Highway,highway:trunk,osm
Outer Ring Road,highway:construction,osm
Nagawara Flyover,highway:trunk,osm
Marathahalli Underpass,highway:trunk,osm
Srinagar - Kanyakumari Highway,highway:trunk_link,osm
Ganga Nagar Flyover,highway:trunk,osm
Flyover Ramp,highway:trunk_link,osm
Classic Hallmark,landuse:residential,osm
Chourasia Manor Phase 2,landuse:residential,osm
CV Raman Road,highway:trunk,osm
Yeshwantpura Circle Flyover,highway:trunk,osm
XC trail,highway:path,osm
Gulmohar Marg,highway:service,osm
Puravankara Purva Sunflower,landuse:residential,osm
Bhadrappa Layout Flyover,highway:trunk,osm
Eastwood Clubhouse Road,highway:residential,osm
Kuvempu Underpass,highway:trunk,osm
Goraguntepalya Flyover,highway:motorway,osm
Benniganahalli Flyover 1,highway:trunk,osm
Sanjeevappa Main Road,highway:residential,osm
Venugopalaswamy Temple Street,highway:living_street,osm
Chinnaveera Kanavi Road,highway:residential,osm
Hutchins Main Road,highway:residential,osm
Siddeshwara layout 3rd cross,highway:residential,osm
Ganapati Temple Road,highway:residential,osm
Kudlu Main Road,highway:residential,osm
4th Cross Muneshawara Layout,highway:residential,osm
Vishwapriyanagar Main Road,highway:residential,osm
Central Excise Road,highway:residential,osm
2nd Cross,highway:service,osm
3rd Main 2nd Cross,highway:residential,osm
Nanjundeshwara Street,highway:residential,osm
ITC Colony Road,highway:residential,osm
ITC Mud Fort,landuse:residential,osm
Kalahalli Main Road,highway:residential,osm
28th B Main Road,highway:residential,osm
BEL Road,highway:secondary_link,osm
A Cross,highway:residential,osm
B Cross Road,highway:residential,osm
Venkattapa Colony Main Road,highway:residential,osm
4th cross Venkattapa Colony,highway:residential,osm
3rd Cross Venkattapa Colony,highway:residential,osm
2nd cross Venkattapa Colony,highway:residential,osm
1st Cross Venkattapa Colony,highway:residential,osm
Buddha Street,highway:residential,osm
Opposite The Bull Ring,highway:residential,osm
Modi Hospital Main Road,highway:secondary,osm
St. Johns Residential Quarters,landuse:residential,osm
Inderjeet Layout,highway:residential,osm
Gangamma Temple road,highway:residential,osm
G R Shreenivas,landuse:residential,osm
"D Silva Layout , Happy Valley",place:neighbourhood,osm
26,highway:residential,osm
M4,highway:residential,osm
2,highway:residential,osm
Salarpuria Sattva Celesta,landuse:residential,osm
Rajendra Infotech Road,highway:residential,osm
Banashankari 6th Stage - 1st Block,landuse:residential,osm
Banashankari 6th Stage - 2nd Block,landuse:residential,osm
Banashankari 6th Stage - 3rd Block,landuse:residential,osm
Banashankari 6th Stage - 4th Block,landuse:residential,osm
Banashankari 6th Stage - 6th Block,landuse:residential,osm
Banashankari 6th Stage - 5th Block,landuse:residential,osm
Banashankari 6th Stage - 7th Block,landuse:residential,osm
Banashankari 6th Stage - 9th Block,landuse:residential,osm
Banashankari 6th Stage - 10th Block,landuse:residential,osm
Banashankari 6th Stage - 8th Block,landuse:residential,osm
Banashankari 6th Stage - 4th B Block,landuse:residential,osm
6th C Cross,highway:residential,osm
Water Tank Road,highway:residential,osm
5th E Cross Road,highway:service,osm
5th E Cross Road,highway:residential,osm
Rajajinagar 1st Block Flyover,highway:primary,osm
Sultan Gunta Road,highway:primary,osm
Sridevi Nagar 4th Cross Road,highway:residential,osm
"Temple Trees Rd, Cauvery Colony",highway:residential,osm
Kenchenahalli Main Road,highway:residential,osm
Krishnappa Road,highway:tertiary,osm
Old Race Course Road,highway:tertiary,osm
Lower Agram Road,highway:secondary,osm
St. John's Cross Road,highway:residential,osm
Sobha Ivory,landuse:residential,osm
Sankey Apartment,landuse:residential,osm
NAL Quarters,landuse:residential,osm
Mantri Lithos,landuse:residential,osm
Balabrooie Guest House,landuse:residential,osm
Chief Secretary House,landuse:residential,osm
Seven Ministers Quarters,landuse:residential,osm
19th Cross Road,highway:living_street,osm
Raghavappa Road,highway:residential,osm
Saraswati Amma Road,highway:residential,osm
Karnataka High Court Staff Quarters,landuse:residential,osm
2nd Cross Street,highway:living_street,osm
3rd Cross Street,highway:living_street,osm
Math Department Road,highway:service,osm
CAOS Road,highway:path,osm
Ramanna Road,highway:residential,osm
Subway,highway:footway,osm
Subway,highway:steps,osm
